percentage,quantifier,Answer.bonus,trial,utterance,utterance_label,color,Answer.condition,block,label,clicked,type,position,Answer.time_in_minutes,block_trial,init_images,workerid
60,most,187,20, The machine dispensed most of the,quantifier,orange,most,2,target,0,60_90_1,2,6.5998833333333335,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
90,most,187,20, The machine dispensed most of the orange ones.,color,blue,most,2,competitor,0,60_90_1,1,6.5998833333333335,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,20, The machine dispensed most of the orange ones.,color,orange,most,2,target,1,60_90_1,2,6.5998833333333335,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,21, The machine dispensed most of the,quantifier,orange,most,3,target,0,25_60_2,1,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
25,most,187,21, The machine dispensed most of the,quantifier,blue,most,3,competitor,1,25_60_2,2,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,most,187,21, The machine dispensed most of the orange ones.,color,orange,most,3,target,1,25_60_2,1,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
25,most,187,21, The machine dispensed most of the orange ones.,color,blue,most,3,competitor,0,25_60_2,2,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,some,187,22, The machine dispensed some of the,quantifier,orange,most,3,competitor,0,40_0_1,1,6.5998833333333335,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
40,some,187,22, The machine dispensed some of the,quantifier,blue,most,3,target,1,40_0_1,2,6.5998833333333335,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,some,187,22, The machine dispensed some of the blue ones.,color,orange,most,3,competitor,0,40_0_1,1,6.5998833333333335,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
40,some,187,22, The machine dispensed some of the blue ones.,color,blue,most,3,target,1,40_0_1,2,6.5998833333333335,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,most,187,23, The machine dispensed most of the,quantifier,orange,most,3,target,0,60_90_1,1,6.5998833333333335,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
90,most,187,23, The machine dispensed most of the,quantifier,blue,most,3,competitor,1,60_90_1,2,6.5998833333333335,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,most,187,23, The machine dispensed most of the orange ones.,color,orange,most,3,target,1,60_90_1,1,6.5998833333333335,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
90,most,187,23, The machine dispensed most of the orange ones.,color,blue,most,3,competitor,0,60_90_1,2,6.5998833333333335,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,most,187,24, The machine dispensed most of the,quantifier,orange,most,3,competitor,1,60_90_2,1,6.5998833333333335,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
90,most,187,24, The machine dispensed most of the,quantifier,blue,most,3,target,0,60_90_2,2,6.5998833333333335,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,most,187,24, The machine dispensed most of the blue ones.,color,orange,most,3,competitor,0,60_90_2,1,6.5998833333333335,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
90,most,187,24, The machine dispensed most of the blue ones.,color,blue,most,3,target,1,60_90_2,2,6.5998833333333335,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,some,187,25, The machine dispensed some of the,quantifier,blue,most,3,competitor,0,25_60_1,1,6.5998833333333335,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,some,187,25, The machine dispensed some of the,quantifier,orange,most,3,target,1,25_60_1,2,6.5998833333333335,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,some,187,25, The machine dispensed some of the orange ones.,color,blue,most,3,competitor,0,25_60_1,1,6.5998833333333335,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,some,187,25, The machine dispensed some of the orange ones.,color,orange,most,3,target,1,25_60_1,2,6.5998833333333335,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
0,none,187,26, The machine dispensed none of the,quantifier,blue,most,3,target,1,40_0_2,1,6.5998833333333335,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
40,none,187,26, The machine dispensed none of the,quantifier,orange,most,3,competitor,0,40_0_2,2,6.5998833333333335,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
0,none,187,26, The machine dispensed none of the blue ones.,color,blue,most,3,target,1,40_0_2,1,6.5998833333333335,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
40,none,187,26, The machine dispensed none of the blue ones.,color,orange,most,3,competitor,0,40_0_2,2,6.5998833333333335,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,some,187,27, The machine dispensed some of the,quantifier,orange,most,3,target,1,25_100_1,1,6.5998833333333335,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
100,some,187,27, The machine dispensed some of the,quantifier,blue,most,3,competitor,0,25_100_1,2,6.5998833333333335,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
25,some,187,27, The machine dispensed some of the orange ones.,color,orange,most,3,target,1,25_100_1,1,6.5998833333333335,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
100,some,187,27, The machine dispensed some of the orange ones.,color,blue,most,3,competitor,0,25_100_1,2,6.5998833333333335,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
100,all,187,28, The machine dispensed all of the,quantifier,orange,most,3,target,1,25_100_2,1,6.5998833333333335,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
25,all,187,28, The machine dispensed all of the,quantifier,blue,most,3,competitor,0,25_100_2,2,6.5998833333333335,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
100,all,187,28, The machine dispensed all of the orange ones.,color,orange,most,3,target,1,25_100_2,1,6.5998833333333335,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
25,all,187,28, The machine dispensed all of the orange ones.,color,blue,most,3,competitor,0,25_100_2,2,6.5998833333333335,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,none,187,29, The machine dispensed none of the,quantifier,orange,most,4,target,1,40_0_2,1,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
40,none,187,29, The machine dispensed none of the,quantifier,blue,most,4,competitor,0,40_0_2,2,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,none,187,29, The machine dispensed none of the orange ones.,color,orange,most,4,target,1,40_0_2,1,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
40,none,187,29, The machine dispensed none of the orange ones.,color,blue,most,4,competitor,0,40_0_2,2,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,most,187,30, The machine dispensed most of the,quantifier,blue,most,4,target,1,25_60_2,1,6.5998833333333335,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,most,187,30, The machine dispensed most of the,quantifier,orange,most,4,competitor,0,25_60_2,2,6.5998833333333335,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,30, The machine dispensed most of the blue ones.,color,blue,most,4,target,1,25_60_2,1,6.5998833333333335,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,most,187,30, The machine dispensed most of the blue ones.,color,orange,most,4,competitor,0,25_60_2,2,6.5998833333333335,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
100,all,187,31, The machine dispensed all of the,quantifier,blue,most,4,target,1,25_100_2,1,6.5998833333333335,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,all,187,31, The machine dispensed all of the,quantifier,orange,most,4,competitor,0,25_100_2,2,6.5998833333333335,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
100,all,187,31, The machine dispensed all of the blue ones.,color,blue,most,4,target,1,25_100_2,1,6.5998833333333335,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,all,187,31, The machine dispensed all of the blue ones.,color,orange,most,4,competitor,0,25_100_2,2,6.5998833333333335,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
90,most,187,32, The machine dispensed most of the,quantifier,blue,most,4,target,1,60_90_2,1,6.5998833333333335,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,32, The machine dispensed most of the,quantifier,orange,most,4,competitor,0,60_90_2,2,6.5998833333333335,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
90,most,187,32, The machine dispensed most of the blue ones.,color,blue,most,4,target,1,60_90_2,1,6.5998833333333335,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,32, The machine dispensed most of the blue ones.,color,orange,most,4,competitor,0,60_90_2,2,6.5998833333333335,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
40,some,187,33, The machine dispensed some of the,quantifier,orange,most,4,target,1,40_0_1,1,6.5998833333333335,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,some,187,33, The machine dispensed some of the,quantifier,blue,most,4,competitor,0,40_0_1,2,6.5998833333333335,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
40,some,187,33, The machine dispensed some of the orange ones.,color,orange,most,4,target,1,40_0_1,1,6.5998833333333335,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,some,187,33, The machine dispensed some of the orange ones.,color,blue,most,4,competitor,0,40_0_1,2,6.5998833333333335,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
25,some,187,34, The machine dispensed some of the,quantifier,blue,most,4,target,1,25_100_1,1,6.5998833333333335,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
100,some,187,34, The machine dispensed some of the,quantifier,orange,most,4,competitor,0,25_100_1,2,6.5998833333333335,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,some,187,34, The machine dispensed some of the blue ones.,color,blue,most,4,target,1,25_100_1,1,6.5998833333333335,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
100,some,187,34, The machine dispensed some of the blue ones.,color,orange,most,4,competitor,0,25_100_1,2,6.5998833333333335,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,35, The machine dispensed most of the,quantifier,blue,most,4,target,1,60_90_1,1,6.5998833333333335,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
90,most,187,35, The machine dispensed most of the,quantifier,orange,most,4,competitor,0,60_90_1,2,6.5998833333333335,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,35, The machine dispensed most of the blue ones.,color,blue,most,4,target,1,60_90_1,1,6.5998833333333335,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
90,most,187,35, The machine dispensed most of the blue ones.,color,orange,most,4,competitor,0,60_90_1,2,6.5998833333333335,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,some,187,36, The machine dispensed some of the,quantifier,orange,most,4,target,1,25_60_1,1,6.5998833333333335,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,some,187,36, The machine dispensed some of the,quantifier,blue,most,4,competitor,0,25_60_1,2,6.5998833333333335,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
25,some,187,36, The machine dispensed some of the orange ones.,color,orange,most,4,target,1,25_60_1,1,6.5998833333333335,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,some,187,36, The machine dispensed some of the orange ones.,color,blue,most,4,competitor,0,25_60_1,2,6.5998833333333335,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
40,none,187,37, The machine dispensed none of the,quantifier,orange,most,5,competitor,0,40_0_2,1,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,none,187,37, The machine dispensed none of the,quantifier,blue,most,5,target,1,40_0_2,2,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
40,none,187,37, The machine dispensed none of the blue ones.,color,orange,most,5,competitor,0,40_0_2,1,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,none,187,37, The machine dispensed none of the blue ones.,color,blue,most,5,target,1,40_0_2,2,6.5998833333333335,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
60,most,187,38, The machine dispensed most of the,quantifier,blue,most,5,competitor,1,60_90_2,1,6.5998833333333335,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
90,most,187,38, The machine dispensed most of the,quantifier,orange,most,5,target,0,60_90_2,2,6.5998833333333335,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,38, The machine dispensed most of the orange ones.,color,blue,most,5,competitor,0,60_90_2,1,6.5998833333333335,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
90,most,187,38, The machine dispensed most of the orange ones.,color,orange,most,5,target,1,60_90_2,2,6.5998833333333335,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,most,187,39, The machine dispensed most of the,quantifier,blue,most,5,competitor,0,25_60_2,1,6.5998833333333335,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,39, The machine dispensed most of the,quantifier,orange,most,5,target,1,25_60_2,2,6.5998833333333335,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
25,most,187,39, The machine dispensed most of the orange ones.,color,blue,most,5,competitor,0,25_60_2,1,6.5998833333333335,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,39, The machine dispensed most of the orange ones.,color,orange,most,5,target,1,25_60_2,2,6.5998833333333335,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
40,some,187,40, The machine dispensed some of the,quantifier,orange,most,5,target,1,40_0_1,1,6.5998833333333335,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,some,187,40, The machine dispensed some of the,quantifier,blue,most,5,competitor,0,40_0_1,2,6.5998833333333335,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
40,some,187,40, The machine dispensed some of the orange ones.,color,orange,most,5,target,1,40_0_1,1,6.5998833333333335,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
0,some,187,40, The machine dispensed some of the orange ones.,color,blue,most,5,competitor,0,40_0_1,2,6.5998833333333335,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0
90,most,187,41, The machine dispensed most of the,quantifier,blue,most,5,competitor,1,60_90_1,1,6.5998833333333335,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
60,most,187,41, The machine dispensed most of the,quantifier,orange,most,5,target,0,60_90_1,2,6.5998833333333335,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",0
