color,Answer.misread_instructions,description,workerid,Answer.time_in_minutes,Answer.condition,proportion
blue,,none,20,4.02895,,0
orange,,some,20,4.02895,,25
blue,,some,20,4.02895,,25
orange,,some,20,4.02895,,60
blue,,some,20,4.02895,,10
orange,,some,20,4.02895,,60
blue,,some,20,4.02895,,50
orange,,some,20,4.02895,,0
blue,,most,20,4.02895,,90
orange,,some,20,4.02895,,50
blue,,some,20,4.02895,,50
orange,,some,20,4.02895,,40
blue,,some,20,4.02895,,50
orange,,some,20,4.02895,,60
blue,,all,20,4.02895,,100
orange,,all,20,4.02895,,100
blue,,some,20,4.02895,,40
orange,,some,20,4.02895,,50
blue,,most,20,4.02895,,90
orange,,all,20,4.02895,,100
blue,,most,20,4.02895,,75
orange,,most,21,3.758016666666667,,75
blue,,most,21,3.758016666666667,,75
orange,,few,21,3.758016666666667,,10
blue,,most,21,3.758016666666667,,100
orange,,all,21,3.758016666666667,,100
blue,,most,21,3.758016666666667,,75
orange,,half,21,3.758016666666667,,50
blue,,most,21,3.758016666666667,,75
orange,,most,21,3.758016666666667,,90
blue,,over half,21,3.758016666666667,,60
orange,,all,21,3.758016666666667,,100
blue,,over half,21,3.758016666666667,,60
orange,,almost half,21,3.758016666666667,,40
blue,,none,21,3.758016666666667,,0
orange,,half,21,3.758016666666667,,50
blue,,none,21,3.758016666666667,,0
orange,,most,21,3.758016666666667,,75
blue,,none,21,3.758016666666667,,0
orange,,none,21,3.758016666666667,,0
blue,,all,21,3.758016666666667,,100
orange,,few,21,3.758016666666667,,25
blue,,most,21,3.758016666666667,,60
orange,,all,21,3.758016666666667,,100
blue,,almost half,21,3.758016666666667,,40
orange,,few,21,3.758016666666667,,25
blue,,none,21,3.758016666666667,,0
orange,,almost half,21,3.758016666666667,,60
blue,,none,21,3.758016666666667,,75
orange,,half,21,3.758016666666667,,50
blue,,half,21,3.758016666666667,,50
blue,,none,22,4.74525,,75
orange,,all,22,4.74525,,0
blue,,some,22,4.74525,,60
orange,,none,22,4.74525,,0
blue,,some,22,4.74525,,25
orange,,all,22,4.74525,,60
blue,,some,22,4.74525,,40
orange,,some,22,4.74525,,40
blue,,some,22,4.74525,,90
orange,,none,22,4.74525,,0
blue,,some,22,4.74525,,100
orange,,some,22,4.74525,,90
blue,,some,22,4.74525,,50
orange,,all,22,4.74525,,100
blue,,some,22,4.74525,,90
orange,,some,22,4.74525,,40
blue,,some,22,4.74525,,25
orange,,some,22,4.74525,,50
blue,,some,22,4.74525,,10
orange,,some,22,4.74525,,40
blue,,some,22,4.74525,,50
orange,,some,22,4.74525,,10
blue,,some,22,4.74525,,100
orange,,all,22,4.74525,,60
blue,,none,22,4.74525,,0
orange,,some,22,4.74525,,10
blue,,none,22,4.74525,,0
orange,,some,22,4.74525,,50
blue,,some,22,4.74525,,75
orange,,some,22,4.74525,,50
orange,,20,23,14.5981,,75
blue,,20,23,14.5981,,75
orange,,15,23,14.5981,,50
blue,,10,23,14.5981,,0
orange,,some,23,14.5981,,75
blue,,none,23,14.5981,,0
orange,,some,23,14.5981,,90
blue,,all,23,14.5981,,100
orange,,three,23,14.5981,,10
blue,,some,23,14.5981,,50
orange,,some,23,14.5981,,90
blue,,none,23,14.5981,,0
orange,,all,23,14.5981,,100
blue,,some,23,14.5981,,60
orange,,some,23,14.5981,,75
blue,,some,23,14.5981,,40
orange,,some,23,14.5981,,40
blue,,some,23,14.5981,,50
orange,,all,23,14.5981,,100
blue,,all,23,14.5981,,100
orange,,most,23,14.5981,,90
blue,,most,23,14.5981,,90
orange,,some,23,14.5981,,60
blue,,some,23,14.5981,,60
orange,,some,23,14.5981,,40
blue,,three,23,14.5981,,10
orange,,some,23,14.5981,,75
blue,,some,23,14.5981,,100
orange,,some,23,14.5981,,50
blue,,some,23,14.5981,,50
blue,,none,24,3.807383333333333,,0
orange,,all,24,3.807383333333333,,40
blue,,some,24,3.807383333333333,,40
orange,,some,24,3.807383333333333,,40
blue,,some,24,3.807383333333333,,50
orange,,some,24,3.807383333333333,,50
blue,,most,24,3.807383333333333,,60
orange,,some,24,3.807383333333333,,40
blue,,som,24,3.807383333333333,,40
orange,,few,24,3.807383333333333,,10
blue,,half,24,3.807383333333333,,50
orange,,few,24,3.807383333333333,,10
blue,,half,24,3.807383333333333,,60
orange,,most,24,3.807383333333333,,90
blue,,some,24,3.807383333333333,,25
orange,,all,24,3.807383333333333,,100
blue,,half,24,3.807383333333333,,60
orange,,half,24,3.807383333333333,,60
blue,,all,24,3.807383333333333,,100
orange,,some,24,3.807383333333333,,40
blue,,most,24,3.807383333333333,,75
orange,,most,24,3.807383333333333,,60
blue,,few,24,3.807383333333333,,25
orange,,none,24,3.807383333333333,,0
blue,,all,24,3.807383333333333,,100
orange,,few,24,3.807383333333333,,10
blue,,little,24,3.807383333333333,,10
orange,,little,24,3.807383333333333,,10
blue,,most,24,3.807383333333333,,75
orange,,all,24,3.807383333333333,,100
orange,,some,25,7.273116666666667,,10
blue,,some,25,7.273116666666667,,10
orange,,all,25,7.273116666666667,,100
blue,,all,25,7.273116666666667,,100
orange,,half,25,7.273116666666667,,40
blue,,most,25,7.273116666666667,,90
orange,,half,25,7.273116666666667,,50
blue,,half,25,7.273116666666667,,60
orange,,half,25,7.273116666666667,,50
blue,,some,25,7.273116666666667,,10
orange,,none,25,7.273116666666667,,0
blue,,half,25,7.273116666666667,,60
orange,,most,25,7.273116666666667,,75
