workerid,proportion,trial,Answer.time_in_minutes,rating,Answer.condition,sentence,Answer.misread_instructions,quantifier
6,75,13,6.59065,0.29000000000000015,,... many of the gumballs.,,many
6,75,13,6.59065,0.36,,... some of the gumballs.,,some
6,75,13,6.59065,0,,... all of the gumballs.,,all
6,75,13,6.59065,0.35,,,,other
6,50,14,6.59065,0.32,,... many of the gumballs.,,many
6,50,14,6.59065,0.3,,... some of the gumballs.,,some
6,50,14,6.59065,0.03,,... all of the gumballs.,,all
6,50,14,6.59065,0.35,,,,other
6,25,15,6.59065,0,,... many of the gumballs.,,many
6,25,15,6.59065,0.6,,... some of the gumballs.,,some
6,25,15,6.59065,0,,... all of the gumballs.,,all
6,25,15,6.59065,0.3999999999999999,,,,other
6,100,16,6.59065,0,,... many of the gumballs.,,many
6,100,16,6.59065,0,,... some of the gumballs.,,some
6,100,16,6.59065,1,,... all of the gumballs.,,all
6,100,16,6.59065,0,,,,other
7,10,1,4.677066666666667,0,,... all of the gumballs.,,all
7,10,1,4.677066666666667,0,,... many of the gumballs.,,many
7,10,1,4.677066666666667,0.75,,... some of the gumballs.,,some
7,10,1,4.677066666666667,0.2499999999999999,,,,other
7,40,2,4.677066666666667,0,,... all of the gumballs.,,all
7,40,2,4.677066666666667,0.6499999999999999,,... many of the gumballs.,,many
7,40,2,4.677066666666667,0.35,,... some of the gumballs.,,some
7,40,2,4.677066666666667,0,,,,other
7,90,3,4.677066666666667,0,,... all of the gumballs.,,all
7,90,3,4.677066666666667,0.75,,... many of the gumballs.,,many
7,90,3,4.677066666666667,0,,... some of the gumballs.,,some
7,90,3,4.677066666666667,0.25,,,,other
7,50,4,4.677066666666667,0,,... all of the gumballs.,,all
7,50,4,4.677066666666667,0.43999999999999995,,... many of the gumballs.,,many
7,50,4,4.677066666666667,0.15,,... some of the gumballs.,,some
7,50,4,4.677066666666667,0.41,,,,other
7,75,5,4.677066666666667,0,,... all of the gumballs.,,all
7,75,5,4.677066666666667,1,,... many of the gumballs.,,many
7,75,5,4.677066666666667,0,,... some of the gumballs.,,some
7,75,5,4.677066666666667,0,,,,other
7,10,6,4.677066666666667,0,,... all of the gumballs.,,all
7,10,6,4.677066666666667,0,,... many of the gumballs.,,many
7,10,6,4.677066666666667,0,,... some of the gumballs.,,some
7,10,6,4.677066666666667,1,,,,other
7,75,7,4.677066666666667,0,,... all of the gumballs.,,all
7,75,7,4.677066666666667,1,,... many of the gumballs.,,many
7,75,7,4.677066666666667,0,,... some of the gumballs.,,some
7,75,7,4.677066666666667,0,,,,other
7,60,8,4.677066666666667,0,,... all of the gumballs.,,all
7,60,8,4.677066666666667,1,,... many of the gumballs.,,many
7,60,8,4.677066666666667,0,,... some of the gumballs.,,some
7,60,8,4.677066666666667,0,,,,other
7,40,9,4.677066666666667,0,,... all of the gumballs.,,all
7,40,9,4.677066666666667,0.5,,... many of the gumballs.,,many
7,40,9,4.677066666666667,0.5,,... some of the gumballs.,,some
7,40,9,4.677066666666667,0,,,,other
7,25,10,4.677066666666667,0,,... all of the gumballs.,,all
7,25,10,4.677066666666667,0,,... many of the gumballs.,,many
7,25,10,4.677066666666667,1,,... some of the gumballs.,,some
7,25,10,4.677066666666667,0,,,,other
7,50,11,4.677066666666667,0,,... all of the gumballs.,,all
7,50,11,4.677066666666667,0.6599999999999999,,... many of the gumballs.,,many
7,50,11,4.677066666666667,0.34,,... some of the gumballs.,,some
7,50,11,4.677066666666667,0,,,,other
